Index,Smiles1,Smiles2,molar1,molar2,DES melting temperature,Smiles,,groups
862,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.65,0.35,315.4,CCN(CC)CC(=O)Nc1c(C)cccc1C.CC12CCC(CC1=O)C2(C)C,.,131
863,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.705,0.295,319.4,CCN(CC)CC(=O)Nc1c(C)cccc1C.CC12CCC(CC1=O)C2(C)C,.,131
864,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.778,0.222,326.5,CCN(CC)CC(=O)Nc1c(C)cccc1C.CC12CCC(CC1=O)C2(C)C,.,131
865,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.838,0.162,329.8,CCN(CC)CC(=O)Nc1c(C)cccc1C.CC12CCC(CC1=O)C2(C)C,.,131
866,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.923,0.077,337.1,CCN(CC)CC(=O)Nc1c(C)cccc1C.CC12CCC(CC1=O)C2(C)C,.,131
867,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.979,0.021,341.7,CCN(CC)CC(=O)Nc1c(C)cccc1C.CC12CCC(CC1=O)C2(C)C,.,131
868,CCN(CC)CC(=O)Nc1c(C)cccc1C,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.5,0.5,246.15,CCN(CC)CC(=O)Nc1c(C)cccc1C.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,132
869,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCCCCCCCCCCCCCCCCC(=O)O,0.5,0.5,316.15,CCN(CC)CC(=O)Nc1c(C)cccc1C.CCCCCCCCCCCCCCCCCC(=O)O,.,133
870,CCN(CC)CC(=O)Nc1c(C)cccc1C,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.5,0.5,303.15,CCN(CC)CC(=O)Nc1c(C)cccc1C.CCCCNc1ccc(C(=O)OCCN(C)C)cc1,.,134
871,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCC(=O)O,0.333333333,0.666666667,294.05,C=C(C)[C@@H]1CC=C(C)CC1.CCCCCCCCCC(=O)O,.,135
872,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCC(=O)O,0.5,0.5,287.45,C=C(C)[C@@H]1CC=C(C)CC1.CCCCCCCCCC(=O)O,.,135
873,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCC(=O)O,0.666666667,0.333333333,280.95,C=C(C)[C@@H]1CC=C(C)CC1.CCCCCCCCCC(=O)O,.,135
874,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCCCCCC(=O)O,0.333333333,0.666666667,324.75,C=C(C)[C@@H]1CC=C(C)CC1.CCCCCCCCCCCCCC(=O)O,.,136
875,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCCCCCC(=O)O,0.5,0.5,320.85,C=C(C)[C@@H]1CC=C(C)CC1.CCCCCCCCCCCCCC(=O)O,.,136
876,C=C(C)[C@@H]1CC=C(C)CC1,CCCCCCCCCCCCCC(=O)O,0.666666667,0.333333333,320.65,C=C(C)[C@@H]1CC=C(C)CC1.CCCCCCCCCCCCCC(=O)O,.,136
877,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.5,0.5,202.15,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O.CCN(CC)CC(=O)Nc1c(C)cccc1C,.,137
878,O=C(O)CC(O)C(=O)O,CC([NH3+])C(=O)[O-],0.5,0.5,318.15,O=C(O)CC(O)C(=O)O.CC([NH3+])C(=O)[O-],.,138
879,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CC(=O)[O-],0.5,0.5,318.15,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CC(=O)[O-],.,139
880,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.05,0.95,570.35,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
881,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.1,0.9,538.38,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
882,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.151,0.849,505.68,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
883,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.201,0.799,474.48,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
884,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.251,0.749,441.62,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
885,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.3,0.7,417.18,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
886,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.4,0.6,358.52,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
887,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.45,0.55,334.55,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
888,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.5,0.5,338.42,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
889,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.549,0.451,345.92,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
890,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.601,0.399,358.68,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
891,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.649,0.351,364.75,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
892,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.699,0.301,371.42,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
893,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.751,0.249,376.42,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
894,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.8,0.2,383.62,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
895,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.85,0.15,387.88,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
896,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.899,0.101,391.75,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
897,O=C(O)CC(O)C(=O)O,C[N+](C)(C)CCO.[Cl-],0.944,0.056,395.18,O=C(O)CC(O)C(=O)O.C[N+](C)(C)CCO.[Cl-],.,140
898,O=C(O)CC(=O)O,C[N+](C)(C)CCO.[Cl-],0.52,0.48,285.15,O=C(O)CC(=O)O.C[N+](C)(C)CCO.[Cl-],.,141
899,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.1,0.9,547.75,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
900,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.202,0.798,496.65,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
901,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.3,0.7,438.88,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
902,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,0.6,377.52,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
903,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.499,0.501,332.52,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
904,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.599,0.401,353.58,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
905,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.7,0.3,364.48,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
906,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.8,0.2,377.85,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
907,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,C[N+](C)(C)CCO.[Cl-],0.899,0.101,391.75,OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O.C[N+](C)(C)CCO.[Cl-],.,142
908,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.103,0.897,541.5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
909,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.203,0.797,497.3,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
910,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.302,0.698,447.5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
911,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.402,0.598,408.6,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
912,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.502,0.498,371.7,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
913,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.701,0.299,315.2,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
914,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.801,0.199,312.3,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
915,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CC(=O)[O-],0.899,0.101,310.1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CC(=O)[O-],.,143
916,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.1,0.9,529.3,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
917,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.2,0.8,463.4,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
918,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.3,0.7,418.5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
919,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.4,0.6,376.8,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
920,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.5,0.5,335.1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
921,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.6,0.4,316.3,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
922,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.7,0.3,315.7,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
923,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.8,0.2,316.9,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
924,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C[N+](C)(C)CCO.[Cl-],0.9,0.1,322.4,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.C[N+](C)(C)CCO.[Cl-],.,144
925,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.104,0.896,321,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
926,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.199,0.801,319.4,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
927,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.301,0.699,317.7,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
928,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.4,0.6,314.7,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
929,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.5,0.5,312.5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
930,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.602,0.398,309.1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
931,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.7,0.3,304.9,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
932,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.801,0.199,301.2,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
933,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCO,0.9,0.1,309.9,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCO,.,145
934,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,Oc1ccc(O)cc1,0.8,0.2,398.5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.Oc1ccc(O)cc1,.,146
935,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.13,0.87,342.636,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
936,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.24,0.76,337.13,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
937,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.35,0.65,330.652,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
938,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.46,0.54,323.526,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
939,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.56,0.44,319.964,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
940,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.67,0.33,304.741,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
941,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.7,0.3,300.206,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
942,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.75,0.25,291.138,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
943,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8,0.2,294.7,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
944,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.84,0.16,301.502,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
945,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.92,0.08,307.332,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CC(C)Cc1ccc(C(C)C(=O)O)cc1,.,147
946,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.1,0.9,316,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
947,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.2,0.8,312,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
948,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.25,0.75,312.22,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
949,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.3,0.7,310,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
950,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.4,0.6,306,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
951,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.5,0.5,302,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
952,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.6,0.4,297,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
953,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.667,0.333,294.64,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
954,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.7,0.3,289,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
955,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.8,0.2,299,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
956,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.9,0.1,307,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCC(=O)O,.,148
957,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.1,0.9,324.97,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
958,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.2,0.8,322.84,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
959,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.3,0.7,319.74,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
960,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.4,0.6,317.1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
961,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.5,0.5,314.17,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
962,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.6,0.4,310.93,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
963,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.7,0.3,303.76,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
964,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.8,0.2,296.17,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
965,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.9,0.1,306.35,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCC(=O)O,.,149
966,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.1,0.9,330.1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
967,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.2,0.8,328.9,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
968,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.3,0.7,327.3,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
969,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.4,0.6,325.1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
970,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.5,0.5,322.3,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
971,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.599,0.401,318.9,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
972,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.701,0.299,313.4,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
973,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.8,0.2,307.8,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
974,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCCCCO,0.9,0.1,309,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCCCCO,.,150
975,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.1,0.9,333.43,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCC(=O)O,.,151
976,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.2,0.8,332.2,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCC(=O)O,.,151
977,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.3,0.7,329.91,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCC(=O)O,.,151
978,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.41,0.59,327.3,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCC(=O)O,.,151
979,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.5,0.5,325.36,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCC(=O)O,.,151
980,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.6,0.4,322.82,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O.CCCCCCCCCCCCCCCC(=O)O,.,151
