Type,index,HBA,Smiles1,CAS_HBA,molar1,HBD,Smiles2,CAS_HBD,molar2,Set,T/K,Viscosity,Log viscosity,Smiles,,group,HBA Count1,HBD Count1,HBA Count2,HBD Count2,,Normal_T
III,1708,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Ethylene glycol,OCCO,107-21-1,0.8,test,298.15,26.21,3.27,C[N+](C)(C)CCO.[Cl-].OCCO,.,149,1,1,2,2,,-1.014488028
III,1709,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.05,"1,2-Butanediol",CCC(O)CO,584-03-2,0.95,test,305.15,26,3.26,C[N+](C)(C)CCO.[Cl-].CCC(O)CO,.,144,1,1,2,2,,-0.670124768
III,1710,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,"1,2-Butanediol",CCC(O)CO,584-03-2,0.8,test,311.15,26,3.26,C[N+](C)(C)CCO.[Cl-].CCC(O)CO,.,144,1,1,2,2,,-0.37495626
¢õ,1711,Lidocaine,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,137-58-6,0.5,Thymol,Cc1ccc(C(C)C)c(O)c1,89-83-8,0.5,test,318.15,26,3.26,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cc1ccc(C(C)C)c(O)c1,.,90,2,1,1,1,,-0.030593
III,1712,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.125,Ethanolamine,C(CO)N,141-43-5,0.875,test,308.15,25.41,3.24,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,-0.522540514
III,1713,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,Phenol,Oc1ccccc1,108-95-2,0.83,test,298.15,25.25,3.23,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-1.014488028
III,1714,Tetraethylammonium p-toluenesulfonate ,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-],733-44-8,0.2,Tetraethylene glycol,C(COCCOCCOCCO)O,112-60-7,0.8,test,323.15,25,3.22,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-].C(COCCOCCOCCO)O,.,97,3,0,5,2,,0.215380757
III,1715,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,"1,2-Propanediol",CC(O)CO,57-55-6,0.8,test,308.15,24.7,3.21,C[N+](C)(C)CCO.[Cl-].CC(O)CO,.,142,1,1,2,2,,-0.522540514
III,1716,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.29,Urea,NC(N)=O,57-13-6,0.71,test,358.15,24.8,3.21,C[N+](C)(C)CCO.[Cl-].NC(N)=O,.,146,1,1,1,2,,1.937197057
III,1717,Tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-],56-34-8,0.25,Acetic acid,CC(=O)O,64-19-7,0.75,test,293.15,24.57,3.2,CC[N+](CC)(CC)CC.[Cl-].CC(=O)O,.,105,0,0,1,1,,-1.260461785
III,1718,Tetrabutylammonium chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],1112-67-0,0.333,Ethylene glycol,OCCO,107-21-1,0.667,test,333.15,24.4,3.19,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-].OCCO,.,74,0,0,2,2,,0.707328271
¢õ,1237,L-menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,2216-51-5,0.6,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.4,training,313.15,9.43,2.24,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C.CCCCCCCCCC(=O)O,.,113,1,1,1,1,,-0.276566757
III,1720,Tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-],56-34-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,test,303.15,23.7,3.17,CC[N+](CC)(CC)CC.[Cl-].CC(=O)O,.,105,0,0,1,1,,-0.768514271
III,1721,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Phenol,Oc1ccccc1,108-95-2,0.667,test,328.15,23.65,3.16,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,0.461354514
III,1722,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Phenol,Oc1ccccc1,108-95-2,0.75,test,313.15,23.08,3.14,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-0.276566757
III,1723,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,"1,3-Propanediol",C(CO)CO,504-63-2,0.75,test,323.15,22.62,3.12,C[N+](C)(C)CCO.[Cl-].C(CO)CO,.,128,1,1,2,2,,0.215380757
III,1724,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,"1,4-Butanediol",OCCCCO,110-63-4,0.86,test,328.15,22.32,3.11,C[N+](C)(C)CCO.[Cl-].OCCCCO,.,148,1,1,2,2,,0.461354514
III,1725,Benzyltripropylammonium chloride,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-],5197-87-5,0.25,Ethylene glycol,OCCO,107-21-1,0.75,test,343.15,22.2,3.1,CCC[N+](CCC)(CCC)CC1=CC=CC=C1.[Cl-].OCCO,.,79,0,0,2,2,,1.199275785
III,1726,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,test,303.15,22.09,3.1,CC[N+](C)(CC)CC.[Cl-].CC(=O)O,.,92,0,0,1,1,,-0.768514271
III,1727,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.2,Ethanolamine,C(CO)N,141-43-5,0.8,test,323.15,22.05,3.09,CCC[N+](CCC)(CCC)CCC.[Cl-].C(CO)N,.,85,0,0,2,2,,0.215380757
III,1728,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.059,Diethylene glycol,OCCOCCO,111-46-6,0.941,test,313.15,21.74,3.08,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCO,.,12,0,0,3,2,,-0.276566757
III,1729,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,"1,3-Propanediol",C(CO)CO,504-63-2,0.83,test,318.15,21.53,3.07,C[N+](C)(C)CCO.[Cl-].C(CO)CO,.,128,1,1,2,2,,-0.030593
III,1730,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,Phenol,Oc1ccccc1,108-95-2,0.86,test,298.15,21.43,3.06,C[N+](C)(C)CCO.[Cl-].Oc1ccccc1,.,151,1,1,1,1,,-1.014488028
¢õ,1731,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.333,PyruVic acid,CC(=O)C(O)=O,127-17-3,0.667,test,303.15,21.24,3.06,CC1CCC(C(C1)O)C(C)C.CC(=O)C(O)=O,.,28,1,1,2,1,,-0.768514271
III,1732,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.09,Diethylene glycol,OCCOCCO,111-46-6,0.91,test,318.15,20.96,3.04,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCO,.,12,0,0,3,2,,-0.030593
III,1733,Tetraethylammonium p-toluenesulfonate ,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-],733-44-8,0.2,"1,2-Propanediol",CC(O)CO,57-55-6,0.8,test,318.15,20.9,3.04,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-].CC(O)CO,.,98,3,0,2,2,,-0.030593
¢õ,1296,L-menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,2216-51-5,0.6,Octanoic acid,CCCCCCCC(=O)O,124-07-2,0.4,training,308.15,9.58,2.26,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C.CCCCCCCC(=O)O,.,112,1,1,1,1,,-0.522540514
III,1735,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,"2,3-Butanediol",CC(O)C(C)O,513-85-9,0.8,test,318.15,20.52,3.02,C[N+](C)(C)CCO.[Cl-].CC(O)C(C)O,.,141,1,1,2,2,,-0.030593
III,1736,Tetrabutylammonium chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],1112-67-0,0.25,Ethylene glycol,OCCO,107-21-1,0.75,test,323.15,20.23,3.01,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-].OCCO,.,74,0,0,2,2,,0.215380757
III,1737,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,test,308.15,20.04,3,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,-0.522540514
¢õ,1738,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.5,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.5,test,298,20.03,3,CC1CCC(C(C1)O)C(C)C.CCCCCCCCCC(=O)O,.,32,1,1,1,1,,-1.021867241
III,1739,Tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-],56-34-8,0.25,Acetic acid,CC(=O)O,64-19-7,0.75,test,303.15,19.45,2.97,CC[N+](CC)(CC)CC.[Cl-].CC(=O)O,.,105,0,0,1,1,,-0.768514271
III,1740,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.059,Triethylene glycol,OCCOCCOCCO,112-27-6,0.941,test,323.15,18.97,2.94,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCOCCO,.,13,0,0,4,2,,0.215380757
III,1741,Acetylcholine chloride,CC(=O)OCC[N+](C)(C)C.[Cl-],60-31-1,0.4,Imidazole,c1c[nH]cn1,288-32-4,0.6,test,343.15,18.67,2.93,CC(=O)OCC[N+](C)(C)C.[Cl-].c1c[nH]cn1,.,22,2,0,1,1,,1.199275785
III,1742,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,"1,4-Butanediol",OCCCCO,110-63-4,0.8,test,333.15,18.68,2.93,C[N+](C)(C)CCO.[Cl-].OCCCCO,.,148,1,1,2,2,,0.707328271
III,1743,Tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-],56-34-8,0.25,LeVulinic acid,CC(=O)CCC(=O)O,123-76-2,0.75,test,333.15,18.71,2.93,CC[N+](CC)(CC)CC.[Cl-].CC(=O)CCC(=O)O,.,104,0,0,2,1,,0.707328271
III,1744,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,Triethylene glycol,OCCOCCOCCO,112-27-6,0.83,test,328.15,18.5,2.92,C[N+](C)(C)CCO.[Cl-].OCCOCCOCCO,.,150,1,1,4,2,,0.461354514
¢õ,1745,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.667,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,0.333,test,303.15,18.63,2.92,CC1CCC(C(C1)O)C(C)C.CCCCCCCCCCCC(O)=O,.,33,1,1,1,1,,-0.768514271
¢õ,1746,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.25,Benzoic acid,C1=CC=C(C=C1)C(=O)O,65-85-0,0.75,test,298.15,18.06,2.89,CC1CCC(C(C1)O)C(C)C.C1=CC=C(C=C1)C(=O)O,.,25,1,1,1,1,,-1.014488028
III,1747,Tetraethylammonium p-toluenesulfonate ,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-],733-44-8,0.2,Ethylene glycol,OCCO,107-21-1,0.8,test,318.15,17.4,2.86,CC[N+](CC)(CC)CC.CC1=CC=C(C=C1)S(=O)(=O)[O-].OCCO,.,99,3,0,2,2,,-0.030593
III,1748,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,"1,2-Propanediol",CC(O)CO,57-55-6,0.75,test,323.15,17.11,2.84,C[N+](C)(C)CCO.[Cl-].CC(O)CO,.,142,1,1,2,2,,0.215380757
III,1749,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.05,"1,2-Butanediol",CCC(O)CO,584-03-2,0.95,test,311.15,17,2.83,C[N+](C)(C)CCO.[Cl-].CCC(O)CO,.,144,1,1,2,2,,-0.37495626
III,1750,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Ethylene glycol,OCCO,107-21-1,0.8,test,308.15,17,2.83,C[N+](C)(C)CCO.[Cl-].OCCO,.,149,1,1,2,2,,-0.522540514
¢õ,1751,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.1,L-lactic acid,C[C@@H](C(=O)O)O,79-33-4,0.9,test,323.15,16.95,2.83,CC1CCC(C(C1)O)C(C)C.C[C@@H](C(=O)O)O,.,35,1,1,2,2,,0.215380757
III,1752,Tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-],56-34-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,test,318.15,16.59,2.81,CC[N+](CC)(CC)CC.[Cl-].CC(=O)O,.,105,0,0,1,1,,-0.030593
III,1753,Tetrapropylammonium chloride,CCC[N+](CCC)(CCC)CCC.[Cl-],5810-42-4,0.24,Acetic acid,CC(=O)O,64-19-7,0.76,test,323.15,16.37,2.8,CCC[N+](CCC)(CCC)CCC.[Cl-].CC(=O)O,.,87,0,0,1,1,,0.215380757
III,1754,Tetrabutylammonium chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],1112-67-0,0.333,Ethylene glycol,OCCO,107-21-1,0.667,test,353.15,16,2.77,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-].OCCO,.,74,0,0,2,2,,1.691223299
III,1755,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Acetic acid,CC(=O)O,64-19-7,0.667,test,318.15,15.49,2.74,CC[N+](C)(CC)CC.[Cl-].CC(=O)O,.,92,0,0,1,1,,-0.030593
III,1756,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,"1,3-Propanediol",C(CO)CO,504-63-2,0.75,test,333.15,15.3,2.73,C[N+](C)(C)CCO.[Cl-].C(CO)CO,.,128,1,1,2,2,,0.707328271
III,1757,Triethylmethylammonium chloride,CC[N+](C)(CC)CC.[Cl-],10052-47-8,0.333,Ethylene glycol,OCCO,107-21-1,0.667,test,323.15,15.4,2.73,CC[N+](C)(CC)CC.[Cl-].OCCO,.,95,0,0,2,2,,0.215380757
III,1758,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Triethylene glycol,OCCOCCOCCO,112-27-6,0.8,test,338.15,15.1,2.71,C[N+](C)(C)CCO.[Cl-].OCCOCCOCCO,.,150,1,1,4,2,,0.953302028
III,1759,Tetrabutylammonium chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],1112-67-0,0.2,Ethylene glycol,OCCO,107-21-1,0.8,test,333.15,14.85,2.7,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-].OCCO,.,74,0,0,2,2,,0.707328271
III,1760,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,"1,3-Propanediol",C(CO)CO,504-63-2,0.8,test,333.15,14.66,2.69,C[N+](C)(C)CCO.[Cl-].C(CO)CO,.,128,1,1,2,2,,0.707328271
III,1761,Tetraethylammonium chloride,CC[N+](CC)(CC)CC.[Cl-],56-34-8,0.25,Acetic acid,CC(=O)O,64-19-7,0.75,test,318.15,14.56,2.68,CC[N+](CC)(CC)CC.[Cl-].CC(=O)O,.,105,0,0,1,1,,-0.030593
III,1762,Acetylcholine chloride,CC(=O)OCC[N+](C)(C)C.[Cl-],60-31-1,0.5,"1,2,4-Triazole",C1=NC=NN1,288-88-0,0.5,test,363.15,14.51,2.67,CC(=O)OCC[N+](C)(C)C.[Cl-].C1=NC=NN1,.,17,2,0,2,1,,2.183170814
¢õ,1763,Acetamide,CC(=O)N,60-35-5,0.75,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.25,test,308.15,14.41,2.67,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-0.522540514
III,1764,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,"2,3-Butanediol",CC(O)C(C)O,513-85-9,0.75,test,333.15,14.34,2.66,C[N+](C)(C)CCO.[Cl-].CC(O)C(C)O,.,141,1,1,2,2,,0.707328271
¢õ,1765,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,test,308.15,14.05,2.64,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-0.522540514
III,1766,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Ethylene glycol,OCCO,107-21-1,0.75,test,323.15,13.57,2.61,C[N+](C)(C)CCO.[Cl-].OCCO,.,149,1,1,2,2,,0.215380757
¢õ,1767,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.333,1-Tetradecanol,CCCCCCCCCCCCCCO,112-72-1,0.667,test,328.15,13.49,2.6,CC1CCC(C(C1)O)C(C)C.CCCCCCCCCCCCCCO,.,34,1,1,1,1,,0.461354514
III,1768,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,"1,3-Propanediol",C(CO)CO,504-63-2,0.8,test,343.15,13.21,2.58,C[N+](C)(C)CCO.[Cl-].C(CO)CO,.,128,1,1,2,2,,1.199275785
¢ô,1769,Potassium carbonate,C(=O)([O-])[O-].[K+].[K+],584-08-7,0.11,Ethylene glycol,OCCO,107-21-1,0.89,test,343.15,13,2.56,C(=O)([O-])[O-].[K+].[K+].OCCO,.,3,3,0,2,2,,1.199275785
¢õ,1770,Thymol,Cc1ccc(C(C)C)c(O)c1,89-83-8,0.5,D-camphor,C[C@@]12CC[C@H](C1(C)C)CC2=O,464-49-3,0.5,test,308.15,12.72,2.54,Cc1ccc(C(C)C)c(O)c1.C[C@@]12CC[C@H](C1(C)C)CC2=O,.,179,1,1,1,0,,-0.522540514
¢õ,1284,L-menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,2216-51-5,0.9,Octadecanoic acid,CCCCCCCCCCCCCCCC=CC(=O)O,21128,0.1,training,323.15,9.81,2.28,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C.CCCCCCCCCCCCCCCC=CC(=O)O,.,116,1,1,1,1,,0.215380757
III,1772,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.059,Diethylene glycol,OCCOCCO,111-46-6,0.941,test,328.15,12.43,2.52,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCO,.,12,0,0,3,2,,0.461354514
¢õ,1773,Thymol,Cc1ccc(C(C)C)c(O)c1,89-83-8,0.25,10-Undecylenic acid,C=CCCCCCCCCC(=O)O,112-38-9,0.75,test,298,12.4,2.52,Cc1ccc(C(C)C)c(O)c1.C=CCCCCCCCCC(=O)O,.,168,1,1,1,1,,-1.021867241
III,1774,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,"1,2-Propanediol",CC(O)CO,57-55-6,0.86,test,323.15,12.21,2.5,C[N+](C)(C)CCO.[Cl-].CC(O)CO,.,142,1,1,2,2,,0.215380757
¢õ,1785,L-menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,2216-51-5,0.75,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,0.25,test,318.15,9.84,2.29,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C.CCCCCCCCCCCC(O)=O,.,114,1,1,1,1,,-0.030593
III,1776,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.17,Ethylene glycol,OCCO,107-21-1,0.83,test,318.15,12,2.48,C[N+](C)(C)CCO.[Cl-].OCCO,.,149,1,1,2,2,,-0.030593
¢õ,1777,Thymol,Cc1ccc(C(C)C)c(O)c1,89-83-8,0.42,Octanoic acid,CCCCCCCC(=O)O,124-07-2,0.58,test,293.15,11.97,2.48,Cc1ccc(C(C)C)c(O)c1.CCCCCCCC(=O)O,.,171,1,1,1,1,,-1.260461785
III,1778,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.059,Triethylene glycol,OCCOCCOCCO,112-27-6,0.941,test,338.15,11.46,2.44,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCOCCO,.,13,0,0,4,2,,0.953302028
III,1779,"N,N-diethylethanolammonium chloride",CC(C)(C)NCCO.Cl,13989-32-7,0.333,Ethylene glycol,OCCO,107-21-1,0.667,test,338.15,11.49,2.44,CC(C)(C)NCCO.Cl.OCCO,.,24,2,2,2,2,,0.953302028
III,1780,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.09,Triethylene glycol,OCCOCCOCCO,112-27-6,0.91,test,343.15,11.4,2.43,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCOCCO,.,13,0,0,4,2,,1.199275785
¢õ,1781,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.5,Acetic acid,CC(=O)O,64-19-7,0.5,test,293.15,11.3,2.42,CC1CCC(C(C1)O)C(C)C.CC(=O)O,.,29,1,1,1,1,,-1.260461785
III,1782,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,Triethylene glycol,OCCOCCOCCO,112-27-6,0.86,test,338.15,10.9,2.39,C[N+](C)(C)CCO.[Cl-].OCCOCCOCCO,.,150,1,1,4,2,,0.953302028
III,1783,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.14,Ethylene glycol,OCCO,107-21-1,0.86,test,318.15,10.51,2.35,C[N+](C)(C)CCO.[Cl-].OCCO,.,149,1,1,2,2,,-0.030593
¢õ,1784,Acetamide,CC(=O)N,60-35-5,0.667,Guanidine isothiocyanate,C(#N)[S-].C(=N)(N)N,593-84-0,0.333,test,318.15,9.89,2.29,CC(=O)N.C(#N)[S-].C(=N)(N)N,.,14,1,1,3,3,,-0.030593
¢õ,1248,L-menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,2216-51-5,0.667,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,0.333,training,318,9.85,2.29,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C.CCCCCCCCCCCC(O)=O,.,114,1,1,1,1,,-0.037972213
¢õ,1786,Trioctylphosphine oxide,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,78-50-2,0.333,Phenol,Oc1ccccc1,108-95-2,0.667,test,303.15,9.52,2.25,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC.Oc1ccccc1,.,46,1,0,1,1,,-0.768514271
¢õ,1787,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.667,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,0.333,test,318.15,9.29,2.23,CC1CCC(C(C1)O)C(C)C.CCCCCCCCCCCC(O)=O,.,33,1,1,1,1,,-0.030593
¢õ,1788,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.667,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,0.333,test,303.15,9.2,2.22,CCCCCCCCCC(=O)O.CCCCCCCCCCCC(O)=O,.,39,1,1,1,1,,-0.768514271
III,1789,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.059,Diethylene glycol,OCCOCCO,111-46-6,0.941,test,338.15,9.08,2.21,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCO,.,12,0,0,3,2,,0.953302028
III,1790,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.25,Triethylene glycol,OCCOCCOCCO,112-27-6,0.75,test,358.15,9,2.2,C[N+](C)(C)CCO.[Cl-].OCCOCCOCCO,.,150,1,1,4,2,,1.937197057
III,1791,Allyltriphenylphosphonium bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],1560-54-9,0.09,Diethylene glycol,OCCOCCO,111-46-6,0.91,test,343.15,8.97,2.19,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-].OCCOCCO,.,12,0,0,3,2,,1.199275785
¢õ,1792,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.333,Octanoic acid,CCCCCCCC(=O)O,124-07-2,0.667,test,308.15,8.81,2.18,CC1CCC(C(C1)O)C(C)C.CCCCCCCC(=O)O,.,31,1,1,1,1,,-0.522540514
¢õ,1793,Nonanoic acid,CCCCCCCCC(=O)O,112-05-0,0.75,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,0.25,test,298.15,8.64,2.16,CCCCCCCCC(=O)O.CCCCCCCCCCCC(O)=O,.,38,1,1,1,1,,-1.014488028
¢õ,1794,DL-menthol,CC1CCC(C(C1)O)C(C)C,89-78-1,0.667,Octanoic acid,CCCCCCCC(=O)O,124-07-2,0.333,test,313.15,8.62,2.15,CC1CCC(C(C1)O)C(C)C.CCCCCCCC(=O)O,.,31,1,1,1,1,,-0.276566757
III,1795,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.333,Ethylene glycol,OCCO,107-21-1,0.667,test,348.15,8.5,2.14,C[N+](C)(C)CCO.[Cl-].OCCO,.,149,1,1,2,2,,1.445249542
¢õ,1226,L-menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,2216-51-5,0.5,D-camphor,C[C@@]12CC[C@H](C1(C)C)CC2=O,464-49-3,0.5,training,313.15,9.87,2.29,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C.C[C@@]12CC[C@H](C1(C)C)CC2=O,.,118,1,1,1,0,,-0.276566757
¢õ,1797,Thymol,Cc1ccc(C(C)C)c(O)c1,89-83-8,0.55,Dodecanoic acid,CCCCCCCCCCCC(O)=O,143-07-7,0.45,test,313.15,8.37,2.12,Cc1ccc(C(C)C)c(O)c1.CCCCCCCCCCCC(O)=O,.,174,1,1,1,1,,-0.276566757
¢õ,1798,Trioctylphosphine oxide,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,78-50-2,0.5,Decanoic acid,CCCCCCCCCC(=O)O,334-48-5,0.5,test,343.15,7.85,2.06,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC.CCCCCCCCCC(=O)O,.,44,1,0,1,1,,1.199275785
¢õ,1317,L-menthol,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,2216-51-5,0.5,Thymol,Cc1ccc(C(C)C)c(O)c1,89-83-8,0.5,training,318.15,10.42,2.34,C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C.Cc1ccc(C(C)C)c(O)c1,.,119,1,1,1,1,,-0.030593
III,1800,Choline chloride,C[N+](C)(C)CCO.[Cl-],67-48-1,0.2,Ethylene glycol,OCCO,107-21-1,0.8,test,338.15,7.6,2.03,C[N+](C)(C)CCO.[Cl-].OCCO,.,149,1,1,2,2,,0.953302028
